    0.000000E+00    0.500000E+02    0.753891E+01    0.000000E+00
    0.360000E+04    0.500000E+02    0.392491E+01    0.454748E+02
    0.720000E+04    0.500000E+02    0.380905E+01    0.455428E+02
    0.108000E+05    0.500000E+02    0.379642E+01    0.456033E+02
    0.144000E+05    0.500000E+02    0.379495E+01    0.456557E+02
    0.180000E+05    0.500000E+02    0.379448E+01    0.460272E+02
    0.216000E+05    0.500000E+02    0.379398E+01    0.442104E+02
    0.252000E+05    0.500000E+02    0.379260E+01    0.429881E+02
    0.288000E+05    0.500000E+02    0.379476E+01    0.411729E+02
    0.324000E+05    0.500000E+02    0.380048E+01    0.402728E+02
    0.360000E+05    0.500000E+02    0.380498E+01    0.399877E+02
    0.396000E+05    0.500000E+02    0.380861E+01    0.399190E+02
    0.432000E+05    0.500000E+02    0.381183E+01    0.399112E+02
    0.468000E+05    0.500000E+02    0.381425E+01    0.399188E+02
    0.504000E+05    0.500000E+02    0.381639E+01    0.399367E+02
    0.540000E+05    0.500000E+02    0.381868E+01    0.399750E+02
    0.576000E+05    0.500000E+02    0.382051E+01    0.400452E+02
    0.612000E+05    0.500000E+02    0.382243E+01    0.401281E+02
    0.648000E+05    0.500000E+02    0.382384E+01    0.401546E+02
    0.684000E+05    0.500000E+02    0.382459E+01    0.401988E+02
    0.720000E+05    0.500000E+02    0.382433E+01    0.402878E+02
    0.756000E+05    0.500000E+02    0.382427E+01    0.404787E+02
    0.792000E+05    0.500000E+02    0.382432E+01    0.406551E+02
    0.828000E+05    0.500000E+02    0.382438E+01    0.408207E+02
    0.864000E+05    0.500000E+02    0.382404E+01    0.409799E+02
    0.900000E+05    0.500000E+02    0.382349E+01    0.411352E+02
    0.936000E+05    0.500000E+02    0.382344E+01    0.412872E+02
    0.972000E+05    0.500000E+02    0.382346E+01    0.414356E+02
    0.100800E+06    0.500000E+02    0.382308E+01    0.415805E+02
    0.104400E+06    0.500000E+02    0.382272E+01    0.419876E+02
    0.108000E+06    0.500000E+02    0.382200E+01    0.416823E+02
    0.111600E+06    0.500000E+02    0.382294E+01    0.409580E+02
    0.115200E+06    0.500000E+02    0.382881E+01    0.402775E+02
    0.118800E+06    0.500000E+02    0.383753E+01    0.400474E+02
    0.122400E+06    0.500000E+02    0.384503E+01    0.399969E+02
    0.126000E+06    0.500000E+02    0.385043E+01    0.399902E+02
    0.129600E+06    0.500000E+02    0.385429E+01    0.399928E+02
    0.133200E+06    0.500000E+02    0.385707E+01    0.399989E+02
    0.136800E+06    0.500000E+02    0.385942E+01    0.400151E+02
    0.140400E+06    0.500000E+02    0.386149E+01    0.400571E+02
    0.144000E+06    0.500000E+02    0.386322E+01    0.401381E+02
    0.147600E+06    0.500000E+02    0.386446E+01    0.402287E+02
    0.151200E+06    0.500000E+02    0.386584E+01    0.402350E+02
    0.154800E+06    0.500000E+02    0.386649E+01    0.402744E+02
    0.158400E+06    0.500000E+02    0.386613E+01    0.403650E+02
    0.162000E+06    0.500000E+02    0.386610E+01    0.405538E+02
    0.165600E+06    0.500000E+02    0.386572E+01    0.407295E+02
    0.169200E+06    0.500000E+02    0.386509E+01    0.408957E+02
    0.172800E+06    0.500000E+02    0.386487E+01    0.410554E+02
    0.176400E+06    0.500000E+02    0.386445E+01    0.412105E+02
    0.180000E+06    0.500000E+02    0.386403E+01    0.413622E+02
