 Time   CH2I2                    CH2BrI                   CH2ClI                   C2H5I                    NH3                      CH3SO3H                  H2SO4                    SO3                      DMSO2                    NO2                      HOSO2                    Cl2O2                    O1D                      HO2                      IBr                      C3H7I                    HIO3                     PAN                      HONO                     CH3SO                    SO2                      ICl                      BrNO2                    ClNO2                    HOBr                     C2H6                     HOI                      HOCH2O2                  CH3I                     INO2                     HNO4                     H2O2                     HCOOH                    HBr                      I                        BrNO3                    Br2                      CH3SO2H                  Cl2                      BrCl                     CH3S                     HCl                      HOCl                     CO                       CH3SO3                   N2O5                     EO2                      CH3SCH2OO                C2H5O2                   CH3CO3                   HNO3                     CH3SOCH3                 I2                       HI                       C2H4                     OIO                      ALD                      ROOH                     OClO                     ClNO3                    INO3                     CH3SO2                   HCHO                     CH3SCH3                  CH3OO                    O3                       BrO                      NO                       IO                       ClO                      Cl                       Br                       NO3                      OH                       
    0.900000E+06    0.149099E-02    0.786481E-02    0.124427E+00    0.000000E+00    0.500000E+02    0.122473E-01    0.370863E-03    0.931837E-11    0.902555E-02    0.687580E-01    0.421951E-13    0.000000E+00    0.192070E-09    0.546387E+01    0.256133E+00    0.139696E+00    0.402109E-01    0.479213E-07    0.164274E-02    0.205745E-02    0.214414E+00    0.318048E-01    0.212299E-01    0.722932E-03    0.294453E+02    0.375933E-03    0.248988E+01    0.602876E+01    0.896984E+00    0.334796E-05    0.674431E-03    0.220042E+03    0.466727E+02    0.374768E+02    0.828825E+00    0.676731E-02    0.395666E+01    0.151446E+01    0.416983E+01    0.891930E+01    0.236159E-03    0.140231E+02    0.162535E+02    0.103258E+06    0.332490E-02    0.443104E-07    0.000000E+00    0.618935E+00    0.102377E-04    0.391654E-07    0.714170E-01    0.146234E+01    0.385361E-02    0.173262E-02    0.000000E+00    0.163582E+01    0.104963E-05    0.141145E+03    0.496802E+00    0.191020E-01    0.132336E-03    0.592461E-03    0.233360E+03    0.961078E+00    0.162968E+02    0.639834E+04    0.449813E+02    0.321857E-01    0.382355E+00    0.411470E+01    0.222793E-01    0.137307E+02    0.660905E-03    0.167353E+00
    0.903600E+06    0.147198E-02    0.769598E-02    0.945383E-01    0.000000E+00    0.500000E+02    0.931453E-02    0.273876E-03    0.835547E-11    0.842480E-02    0.790830E-01    0.378349E-13    0.000000E+00    0.157259E-09    0.542795E+01    0.247328E+00    0.119783E+00    0.294143E-01    0.416588E-07    0.169906E-02    0.266786E-02    0.222709E+00    0.333795E-01    0.286885E-01    0.230337E-03    0.257662E+02    0.333383E-03    0.184158E+01    0.547786E+01    0.883633E+00    0.409791E-05    0.783399E-03    0.254082E+03    0.511158E+02    0.391227E+02    0.882051E+00    0.692748E-02    0.384361E+01    0.143199E+01    0.420920E+01    0.886682E+01    0.306266E-03    0.146673E+02    0.147690E+02    0.103545E+06    0.238332E-02    0.604137E-07    0.000000E+00    0.632993E+00    0.946787E-05    0.239396E-07    0.718987E-01    0.159043E+01    0.402366E-02    0.183393E-02    0.000000E+00    0.138782E+01    0.743530E-06    0.148581E+03    0.407958E+00    0.189275E-01    0.132817E-03    0.524335E-03    0.202312E+03    0.980111E+00    0.165500E+02    0.517764E+04    0.434240E+02    0.365332E-01    0.334756E+00    0.354501E+01    0.229902E-01    0.163209E+02    0.783593E-03    0.144471E+00
    0.907200E+06    0.147059E-02    0.767406E-02    0.769144E-01    0.000000E+00    0.500000E+02    0.806794E-02    0.228406E-03    0.925879E-11    0.817757E-02    0.914426E-01    0.419253E-13    0.000000E+00    0.128736E-09    0.547995E+01    0.247289E+00    0.104578E+00    0.233967E-01    0.361098E-07    0.175551E-02    0.338583E-02    0.280078E+00    0.386650E-01    0.384099E-01    0.736806E-04    0.231021E+02    0.295096E-03    0.149681E+01    0.486113E+01    0.870620E+00    0.532019E-05    0.933336E-03    0.284064E+03    0.548200E+02    0.399232E+02    0.990365E+00    0.710655E-02    0.373824E+01    0.150479E+01    0.412634E+01    0.878134E+01    0.388742E-03    0.151876E+02    0.128276E+02    0.103837E+06    0.186821E-02    0.816583E-07    0.000000E+00    0.643666E+00    0.839866E-05    0.166554E-07    0.726504E-01    0.175573E+01    0.465000E-02    0.208047E-02    0.000000E+00    0.125447E+01    0.598785E-06    0.156283E+03    0.332878E+00    0.187030E-01    0.144577E-03    0.507177E-03    0.176173E+03    0.101005E+01    0.168093E+02    0.423525E+04    0.415051E+02    0.417018E-01    0.315487E+00    0.302959E+01    0.231506E-01    0.188999E+02    0.915949E-03    0.127299E+00
    0.910800E+06    0.147155E-02    0.767577E-02    0.666438E-01    0.000000E+00    0.500000E+02    0.740226E-02    0.208136E-03    0.115477E-10    0.806809E-02    0.105784E+00    0.522900E-13    0.000000E+00    0.107380E-09    0.553411E+01    0.252779E+00    0.930191E-01    0.199740E-01    0.312913E-07    0.180266E-02    0.416647E-02    0.387428E+00    0.454868E-01    0.504784E-01    0.244955E-04    0.210957E+02    0.261442E-03    0.130106E+01    0.428656E+01    0.858026E+00    0.710645E-05    0.111292E-02    0.307080E+03    0.577664E+02    0.400570E+02    0.114354E+01    0.733322E-02    0.361396E+01    0.162252E+01    0.388308E+01    0.857625E+01    0.478404E-03    0.155820E+02    0.109282E+02    0.104127E+06    0.153822E-02    0.108900E-06    0.000000E+00    0.650781E+00    0.725061E-05    0.129764E-07    0.737239E-01    0.192311E+01    0.570429E-02    0.242855E-02    0.000000E+00    0.118893E+01    0.528186E-06    0.164433E+03    0.271080E+00    0.184376E-01    0.165443E-03    0.504857E-03    0.153980E+03    0.104795E+01    0.169393E+02    0.353543E+04    0.396326E+02    0.477170E-01    0.312181E+00    0.258169E+01    0.227736E-01    0.214333E+02    0.105583E-02    0.114776E+00
    0.914400E+06    0.148744E-02    0.773160E-02    0.607877E-01    0.000000E+00    0.500000E+02    0.697172E-02    0.202408E-03    0.144777E-10    0.800893E-02    0.121190E+00    0.655576E-13    0.000000E+00    0.910494E-10    0.550583E+01    0.263084E+00    0.842956E-01    0.178462E-01    0.271573E-07    0.186583E-02    0.492401E-02    0.531873E+00    0.517695E-01    0.647146E-01    0.939068E-05    0.195845E+02    0.232362E-03    0.120635E+01    0.378225E+01    0.845929E+00    0.932010E-05    0.128767E-02    0.323710E+03    0.599790E+02    0.395166E+02    0.130907E+01    0.764353E-02    0.351172E+01    0.175303E+01    0.361199E+01    0.837478E+01    0.565374E-03    0.157639E+02    0.919728E+01    0.104408E+06    0.132294E-02    0.143071E-06    0.000000E+00    0.653589E+00    0.624543E-05    0.109929E-07    0.747834E-01    0.209010E+01    0.704931E-02    0.277026E-02    0.000000E+00    0.116364E+01    0.491987E-06    0.172242E+03    0.226435E+00    0.181145E-01    0.192504E-03    0.504630E-03    0.135867E+03    0.108740E+01    0.168511E+02    0.303309E+04    0.381598E+02    0.537908E-01    0.316480E+00    0.221383E+01    0.220469E-01    0.236827E+02    0.121078E-02    0.104819E+00
    0.918000E+06    0.156124E-02    0.802181E-02    0.580745E-01    0.000000E+00    0.500000E+02    0.658775E-02    0.198119E-03    0.162726E-10    0.791036E-02    0.135739E+00    0.736850E-13    0.000000E+00    0.764116E-10    0.534870E+01    0.283431E+00    0.781216E-01    0.162137E-01    0.236347E-07    0.199846E-02    0.557471E-02    0.659591E+00    0.578799E-01    0.808327E-01    0.520920E-05    0.186217E+02    0.207401E-03    0.122334E+01    0.337704E+01    0.834722E+00    0.114132E-04    0.140966E-02    0.336219E+03    0.615086E+02    0.383213E+02    0.143113E+01    0.809377E-02    0.354048E+01    0.189092E+01    0.353839E+01    0.846239E+01    0.640025E-03    0.155320E+02    0.776550E+01    0.104677E+06    0.118072E-02    0.185978E-06    0.000000E+00    0.652428E+00    0.548083E-05    0.983242E-08    0.751409E-01    0.227355E+01    0.838064E-02    0.294936E-02    0.000000E+00    0.116595E+01    0.474746E-06    0.178605E+03    0.202591E+00    0.176612E-01    0.222378E-03    0.498600E-03    0.123209E+03    0.112180E+01    0.165096E+02    0.267956E+04    0.372891E+02    0.578744E-01    0.323675E+00    0.192654E+01    0.212083E-01    0.250874E+02    0.140557E-02    0.950011E-01
    0.921600E+06    0.179193E-02    0.893553E-02    0.585826E-01    0.000000E+00    0.500000E+02    0.604112E-02    0.177630E-03    0.141416E-10    0.762055E-02    0.147424E+00    0.640354E-13    0.000000E+00    0.600344E-10    0.498646E+01    0.328205E+00    0.748045E-01    0.143215E-01    0.206400E-07    0.229627E-02    0.603900E-02    0.660826E+00    0.660754E-01    0.100013E+00    0.480204E-05    0.183245E+02    0.185987E-03    0.142071E+01    0.310526E+01    0.825375E+00    0.123396E-04    0.141808E-02    0.347387E+03    0.624142E+02    0.362995E+02    0.142441E+01    0.885907E-02    0.390738E+01    0.204531E+01    0.392135E+01    0.928378E+01    0.693183E-03    0.145538E+02    0.673670E+01    0.104933E+06    0.107944E-02    0.247311E-06    0.000000E+00    0.646536E+00    0.497738E-05    0.907541E-08    0.739587E-01    0.251650E+01    0.911535E-02    0.274463E-02    0.000000E+00    0.118683E+01    0.472869E-06    0.182460E+03    0.204339E+00    0.168142E-01    0.250844E-03    0.476573E-03    0.117361E+03    0.114626E+01    0.157285E+02    0.242844E+04    0.372359E+02    0.569241E-01    0.328717E+00    0.168803E+01    0.202563E-01    0.248204E+02    0.172077E-02    0.824060E-01
    0.925200E+06    0.243847E-02    0.113356E-01    0.636150E-01    0.000000E+00    0.500000E+02    0.504053E-02    0.133132E-03    0.701101E-11    0.688020E-02    0.157333E+00    0.317470E-13    0.000000E+00    0.400795E-10    0.420263E+01    0.430619E+00    0.752067E-01    0.110832E-01    0.180935E-07    0.298252E-02    0.608875E-02    0.426022E+00    0.760451E-01    0.129436E+00    0.665438E-05    0.185392E+02    0.168051E-03    0.196505E+01    0.297797E+01    0.819489E+00    0.109055E-04    0.124553E-02    0.359730E+03    0.626295E+02    0.324668E+02    0.117922E+01    0.105284E-01    0.507826E+01    0.223796E+01    0.492545E+01    0.114024E+02    0.698305E-03    0.122569E+02    0.605329E+01    0.105173E+06    0.997612E-03    0.373921E-06    0.000000E+00    0.625900E+00    0.470853E-05    0.856503E-08    0.707656E-01    0.292230E+01    0.828449E-02    0.193117E-02    0.000000E+00    0.118913E+01    0.488401E-06    0.182192E+03    0.241136E+00    0.148561E-01    0.269284E-03    0.418053E-03    0.117794E+03    0.116252E+01    0.137237E+02    0.224695E+04    0.384598E+02    0.493096E-01    0.316991E+00    0.139442E+01    0.180272E-01    0.219905E+02    0.244236E-02    0.633718E-01
    0.928800E+06    0.462550E-02    0.175580E-01    0.756477E-01    0.000000E+00    0.500000E+02    0.309487E-02    0.930280E-04    0.143865E-11    0.497546E-02    0.171106E+00    0.651445E-14    0.000000E+00    0.187348E-10    0.270163E+01    0.706831E+00    0.805171E-01    0.518718E-02    0.159381E-07    0.419388E-02    0.499147E-02    0.161284E+00    0.103064E+00    0.197125E+00    0.135680E-04    0.175602E+02    0.155123E-03    0.308292E+01    0.291334E+01    0.818865E+00    0.655672E-05    0.846266E-03    0.368651E+03    0.617744E+02    0.238767E+02    0.651625E+00    0.148454E-01    0.884646E+01    0.248468E+01    0.595113E+01    0.153190E+02    0.570919E-03    0.781814E+01    0.548556E+01    0.105376E+06    0.882928E-03    0.807866E-06    0.000000E+00    0.555204E+00    0.448828E-05    0.806267E-08    0.661853E-01    0.375588E+01    0.550109E-02    0.695750E-03    0.000000E+00    0.101215E+01    0.523930E-06    0.175782E+03    0.327441E+00    0.100200E-01    0.241898E-03    0.282458E-03    0.116417E+03    0.118877E+01    0.870649E+01    0.214674E+04    0.417522E+02    0.366525E-01    0.246317E+00    0.860359E+00    0.117471E-01    0.159380E+02    0.486744E-02    0.343490E-01
    0.932400E+06    0.157221E-01    0.334286E-01    0.971283E-01    0.000000E+00    0.500000E+02    0.581985E-03    0.575424E-04    0.560707E-13    0.123672E-02    0.183585E+00    0.253897E-15    0.000000E+00    0.292241E-11    0.844315E+00    0.189450E+01    0.913209E-01    0.261491E-03    0.140767E-07    0.543572E-02    0.233595E-02    0.474146E-01    0.310757E+00    0.342195E+00    0.397892E-04    0.933055E+01    0.149627E-03    0.396045E+01    0.276163E+01    0.824083E+00    0.134109E-05    0.285858E-03    0.360014E+03    0.601684E+02    0.830926E+01    0.124155E+00    0.212433E-01    0.250361E+02    0.267480E+01    0.566227E+01    0.207761E+02    0.265489E-03    0.209885E+01    0.484007E+01    0.105491E+06    0.588568E-03    0.221064E-05    0.000000E+00    0.397537E+00    0.384206E-05    0.650602E-08    0.610580E-01    0.542218E+01    0.764917E-02    0.435088E-04    0.000000E+00    0.353730E+00    0.579310E-06    0.167719E+03    0.498280E+00    0.280341E-02    0.106986E-03    0.899960E-04    0.100768E+03    0.134603E+01    0.212043E+01    0.237789E+04    0.366565E+02    0.288906E-01    0.946226E-01    0.220657E+00    0.219492E-02    0.516196E+01    0.123909E-01    0.455378E-02
    0.936000E+06    0.542352E-01    0.607362E-01    0.124989E+00    0.000000E+00    0.500000E+02    0.119469E-04    0.401285E-04    0.173381E-15    0.665338E-05    0.632857E+00    0.785097E-18    0.000000E+00   -0.000000E+00    0.783633E-01    0.436270E+01    0.105272E+00    0.951272E-08    0.127943E-07    0.626362E-02    0.572449E-03    0.258717E-01    0.988576E+00    0.421723E+00    0.815843E-04    0.198031E+01    0.149327E-03    0.197103E+01    0.252288E+01    0.832401E+00    0.210834E-07    0.910877E-04    0.346133E+03    0.591438E+02    0.134458E+00    0.566344E-03    0.173497E-01    0.479183E+02    0.267491E+01    0.361550E+01    0.212925E+02    0.653581E-04    0.176485E+01    0.426435E+01    0.105505E+06    0.414326E-03    0.976829E-06    0.000000E+00    0.226623E+00    0.319002E-05    0.584734E-08    0.487580E-01    0.670618E+01    0.228810E+00    0.177369E-07    0.000000E+00    0.247069E-02    0.716871E-06    0.164268E+03    0.601382E+00    0.111956E-04    0.149145E-04    0.267970E-04    0.930042E+02    0.271051E+01    0.545890E-01    0.380402E+04    0.656745E+01    0.985789E-01    0.377005E-02    0.264057E-03    0.760754E-07    0.658656E-01    0.156519E-02    0.258062E-04
    0.939600E+06    0.965882E-01    0.889715E-01    0.153225E+00    0.000000E+00    0.500000E+02    0.734350E-05    0.292910E-04    0.138803E-15    0.727260E-05    0.152916E+01    0.628523E-18    0.000000E+00   -0.000000E+00    0.594270E-01    0.472445E+01    0.119389E+00    0.314815E-08    0.131034E-07    0.722594E-02    0.203281E-03    0.190500E-01    0.118285E+01    0.432275E+00    0.110773E-03    0.134291E+01    0.149327E-03    0.155196E+01    0.220320E+01    0.840871E+00    0.115328E-07    0.168879E-03    0.335842E+03    0.575128E+02    0.966120E-02    0.128207E-03    0.139048E-01    0.512331E+02    0.265995E+01    0.263083E+01    0.189083E+02    0.232970E-04    0.227057E+01    0.368212E+01    0.105505E+06    0.302406E-03    0.263249E-05    0.000000E+00    0.141671E+00    0.275687E-05    0.459420E-08    0.434070E-01    0.721566E+01    0.694805E+00    0.302187E-08    0.000000E+00    0.754488E-03    0.991660E-06    0.161333E+03    0.599043E+00    0.271367E-04    0.346927E-04    0.135327E-04    0.908165E+02    0.488644E+01    0.589191E-01    0.542379E+04    0.216354E+01    0.149873E+00    0.348885E-02    0.263895E-03    0.205755E-07    0.680077E-02    0.178239E-02    0.280577E-04
    0.943200E+06    0.138941E+00    0.117207E+00    0.181460E+00    0.000000E+00    0.500000E+02    0.554389E-05    0.217992E-04    0.103384E-15    0.818134E-05    0.278763E+01    0.468139E-18    0.000000E+00   -0.000000E+00    0.509995E-01    0.496002E+01    0.133507E+00    0.901819E-09    0.142081E-07    0.883390E-02    0.912719E-04    0.131773E-01    0.113090E+01    0.435220E+00    0.230410E-03    0.111552E+01    0.149327E-03    0.137918E+01    0.189510E+01    0.849342E+00    0.511816E-08    0.265551E-03    0.326683E+03    0.558258E+02    0.149358E-02    0.312103E-04    0.840735E-02    0.527509E+02    0.264523E+01    0.199040E+01    0.166748E+02    0.104817E-04    0.238619E+01    0.314079E+01    0.105506E+06    0.225141E-03    0.106466E-04    0.000000E+00    0.971585E-01    0.235054E-05    0.283314E-08    0.339872E-01    0.744010E+01    0.122845E+01    0.630950E-09    0.000000E+00    0.199591E-03    0.128488E-05    0.158453E+03    0.595921E+00    0.352708E-04    0.572505E-04    0.782690E-05    0.890812E+02    0.733799E+01    0.798648E-01    0.696860E+04    0.713698E+00    0.162939E+00    0.277932E-02    0.187191E-03    0.608199E-08    0.111118E-02    0.394353E-02    0.302115E-04
    0.946800E+06    0.181294E+00    0.145442E+00    0.209695E+00    0.000000E+00    0.500000E+02    0.420710E-05    0.171709E-04    0.697956E-16    0.792276E-05    0.444304E+01    0.316046E-18    0.000000E+00   -0.000000E+00    0.414038E-01    0.510577E+01    0.147624E+00    0.169332E-09    0.151036E-07    0.111228E-01    0.491426E-04    0.931368E-02    0.102645E+01    0.436110E+00    0.627717E-03    0.100251E+01    0.149327E-03    0.131066E+01    0.163943E+01    0.857812E+00    0.253393E-08    0.343834E-03    0.318114E+03    0.541081E+02    0.248428E-03    0.969513E-05    0.323991E-02    0.535742E+02    0.263056E+01    0.149887E+01    0.145602E+02    0.565337E-05    0.230268E+01    0.265023E+01    0.105506E+06    0.177558E-03    0.317992E-04    0.000000E+00    0.741927E-01    0.201752E-05    0.161299E-08    0.248859E-01    0.745506E+01    0.178295E+01    0.158193E-09    0.000000E+00    0.389409E-04    0.153700E-05    0.155625E+03    0.592672E+00    0.343341E-04    0.883746E-04    0.513194E-05    0.874759E+02    0.999232E+01    0.106685E+00    0.843588E+04    0.171231E+00    0.154165E+00    0.221915E-02    0.114127E-03    0.195354E-08    0.184114E-03    0.737141E-02    0.288572E-04
    0.950400E+06    0.223647E+00    0.173677E+00    0.237930E+00    0.000000E+00    0.500000E+02    0.337940E-05    0.155574E-04    0.493897E-16    0.709802E-05    0.634162E+01    0.223645E-18    0.000000E+00   -0.000000E+00    0.329675E-01    0.518948E+01    0.161741E+00    0.225204E-10    0.155563E-07    0.139385E-01    0.334400E-04    0.728319E-02    0.914239E+00    0.436430E+00    0.163022E-02    0.947606E+00    0.149327E-03    0.130349E+01    0.143872E+01    0.866282E+00    0.251511E-08    0.389540E-03    0.309924E+03    0.523701E+02    0.357106E-04    0.674274E-05    0.681972E-03    0.539139E+02    0.261580E+01    0.112031E+01    0.126154E+02    0.385301E-05    0.210454E+01    0.221010E+01    0.105506E+06    0.161292E-03    0.731220E-04    0.000000E+00    0.659656E-01    0.176141E-05    0.102849E-08    0.204533E-01    0.736014E+01    0.234208E+01    0.865845E-10    0.000000E+00    0.570998E-05    0.173713E-05    0.152848E+03    0.589682E+00    0.307386E-04    0.138788E-03    0.408660E-05    0.859261E+02    0.127502E+02    0.134130E+00    0.982865E+04    0.250174E-01    0.138528E+00    0.203034E-02    0.715565E-04    0.897292E-09    0.236659E-04    0.118504E-01    0.261134E-04
    0.954000E+06    0.266000E+00    0.201913E+00    0.266166E+00    0.000000E+00    0.500000E+02    0.305374E-05    0.174690E-04    0.424428E-16    0.633179E-05    0.828009E+01    0.192188E-18    0.000000E+00   -0.000000E+00    0.269160E-01    0.522626E+01    0.175858E+00    0.450763E-11    0.157769E-07    0.171176E-01    0.301994E-04    0.688990E-02    0.807867E+00    0.436739E+00    0.363922E-02    0.926943E+00    0.149327E-03    0.133855E+01    0.128116E+01    0.874753E+00    0.404826E-08    0.413078E-03    0.301998E+03    0.506301E+02    0.570696E-05    0.831231E-05    0.740968E-04    0.538868E+02    0.260091E+01    0.837963E+00    0.109041E+02    0.348401E-05    0.185844E+01    0.181732E+01    0.105506E+06    0.181678E-03    0.136526E-03    0.000000E+00    0.699892E-01    0.156402E-05    0.760108E-09    0.198020E-01    0.723355E+01    0.290007E+01    0.868639E-10    0.000000E+00    0.128248E-05    0.189485E-05    0.150121E+03    0.587014E+00    0.273592E-04    0.227225E-03    0.417036E-05    0.844116E+02    0.155312E+02    0.159624E+00    0.111505E+05    0.206212E-02    0.124150E+00    0.238319E-02    0.487797E-04    0.544081E-09    0.189462E-05    0.169188E-01    0.237214E-04
    0.957600E+06    0.308353E+00    0.230148E+00    0.294401E+00    0.000000E+00    0.500000E+02    0.311010E-05    0.239833E-04    0.455840E-16    0.570647E-05    0.101605E+02    0.206412E-18    0.000000E+00   -0.000000E+00    0.225618E-01    0.522738E+01    0.189975E+00    0.399309E-11    0.159146E-07    0.205352E-01    0.346754E-04    0.805684E-02    0.713152E+00    0.437278E+00    0.702842E-02    0.924122E+00    0.149327E-03    0.140210E+01    0.115469E+01    0.883223E+00    0.649584E-08    0.422337E-03    0.294276E+03    0.489046E+02    0.293460E-05    0.108693E-04    0.423810E-05    0.535588E+02    0.258589E+01    0.631239E+00    0.943356E+01    0.400387E-05    0.161278E+01    0.146863E+01    0.105506E+06    0.249990E-03    0.220337E-03    0.000000E+00    0.849999E-01    0.140767E-05    0.613555E-09    0.204306E-01    0.710394E+01    0.345477E+01    0.952217E-10    0.000000E+00    0.125898E-05    0.202188E-05    0.147443E+03    0.584620E+00    0.246640E-04    0.352965E-03    0.525943E-05    0.829311E+02    0.183035E+02    0.185432E+00    0.124051E+05    0.952515E-04    0.112562E+00    0.298807E-02    0.358378E-04    0.372529E-09    0.874904E-07    0.222270E-01    0.217869E-04
    0.961200E+06    0.350706E+00    0.258383E+00    0.322636E+00    0.000000E+00    0.500000E+02    0.350310E-05    0.369834E-04    0.572169E-16    0.519156E-05    0.119572E+02    0.259088E-18    0.000000E+00   -0.000000E+00    0.193250E-01    0.520298E+01    0.204093E+00    0.538414E-11    0.160202E-07    0.240801E-01    0.455525E-04    0.109069E-01    0.631671E+00    0.438193E+00    0.121060E-01    0.928724E+00    0.149326E-03    0.148389E+01    0.105079E+01    0.891694E+00    0.963590E-08    0.423135E-03    0.286725E+03    0.472058E+02    0.266547E-05    0.137007E-04    0.134350E-06    0.529672E+02    0.257076E+01    0.480522E+00    0.818337E+01    0.526270E-05    0.139238E+01    0.116140E+01    0.105506E+06    0.385834E-03    0.322090E-03    0.000000E+00    0.109350E+00    0.128038E-05    0.520574E-09    0.214479E-01    0.697633E+01    0.400515E+01    0.102841E-09    0.000000E+00    0.183146E-05    0.212668E-05    0.144813E+03    0.582445E+00    0.225177E-04    0.507789E-03    0.745624E-05    0.814879E+02    0.210586E+02    0.216074E+00    0.135958E+05    0.254581E-05    0.103252E+00    0.364350E-02    0.278034E-04    0.272814E-09    0.247195E-08    0.275877E-01    0.202010E-04
    0.964800E+06    0.393059E+00    0.286619E+00    0.350872E+00    0.000000E+00    0.500000E+02    0.422699E-05    0.586038E-04    0.768491E-16    0.477277E-05    0.136616E+02    0.347986E-18    0.000000E+00   -0.000000E+00    0.168950E-01    0.516248E+01    0.218210E+00    0.707238E-11    0.161103E-07    0.276596E-01    0.621745E-04    0.156331E-01    0.563000E+00    0.439615E+00    0.191088E-01    0.934268E+00    0.149326E-03    0.157603E+01    0.963747E+00    0.900164E+00    0.134025E-07    0.420273E-03    0.279337E+03    0.455426E+02    0.251737E-05    0.166785E-04    0.399562E-08    0.521485E+02    0.255553E+01    0.370537E+00    0.712822E+01    0.718556E-05    0.120602E+01    0.893978E+00    0.105506E+06    0.611269E-03    0.438906E-03    0.000000E+00    0.140406E+00    0.117438E-05    0.456243E-09    0.227132E-01    0.685111E+01    0.455039E+01    0.109478E-09    0.000000E+00    0.256540E-05    0.221491E-05    0.142230E+03    0.580448E+00    0.207721E-04    0.687715E-03    0.108731E-04    0.800872E+02    0.237930E+02    0.256695E+00    0.147258E+05    0.673023E-07    0.956375E-01    0.431122E-02    0.224481E-04    0.210788E-09    0.147642E-09    0.328832E-01    0.189296E-04
    0.968400E+06    0.357940E+00    0.307057E+00    0.377712E+00    0.000000E+00    0.500000E+02    0.105208E-02    0.221601E-03    0.957542E-13    0.338541E-02    0.260342E+01    0.433591E-15    0.000000E+00    0.192030E-10    0.629951E+00    0.296501E+01    0.231884E+00    0.122433E-02    0.172444E-07    0.676089E-01    0.138259E-03    0.290145E-01    0.574792E+00    0.714273E+00    0.264203E-01    0.709353E+01    0.149265E-03    0.129004E+02    0.939594E+00    0.908480E+00    0.683336E-05    0.347258E-02    0.273351E+03    0.424451E+02    0.440315E+00    0.445734E-01    0.383977E+00    0.367791E+02    0.264139E+01    0.450764E+00    0.723750E+01    0.159235E-04    0.553477E+00    0.132607E+01    0.105505E+06    0.243671E-02    0.122477E-03    0.000000E+00    0.237367E+00    0.934213E-06    0.543600E-08    0.896582E+00    0.122520E+02    0.650621E-01    0.111637E-04    0.000000E+00    0.701738E+00    0.228543E-05    0.139511E+03    0.297442E+00    0.302407E-01    0.418658E-02    0.792937E-04    0.792106E+02    0.207659E+02    0.978332E+00    0.156250E+05    0.341176E+02    0.608029E-01    0.207831E+00    0.163598E+00    0.485885E-03    0.827928E+00    0.432961E-01    0.127082E-01
    0.972000E+06    0.107194E-01    0.196009E+00    0.374882E+00    0.000000E+00    0.500000E+02    0.424136E-01    0.379791E-02    0.123320E-10    0.830042E-01    0.112079E+00    0.558412E-13    0.000000E+00    0.122264E-09    0.194215E+01    0.216702E+00    0.235763E+00    0.315728E-01    0.179727E-07    0.654362E-02    0.524886E-03    0.440811E+00    0.419354E-01    0.749505E-01    0.223276E-01    0.384426E+02    0.147600E-03    0.153985E+02    0.122541E+01    0.913441E+00    0.137136E-05    0.375416E-03    0.237679E+03    0.339381E+02    0.490741E+01    0.208103E+00    0.229213E-01    0.113696E+02    0.950112E+01    0.947289E+00    0.587116E+01    0.601977E-04    0.204003E+01    0.191771E+01    0.105493E+06    0.395869E-01    0.246055E-06    0.000000E+00    0.463478E+00    0.150217E-05    0.956914E-07    0.782300E-01    0.225554E+02    0.363396E-02    0.150797E-03    0.000000E+00    0.206565E+01    0.202572E-05    0.131672E+03    0.677566E+00    0.907176E-02    0.226847E-03    0.176037E-02    0.119307E+03    0.220704E+01    0.487324E+01    0.140097E+05    0.611755E+02    0.203833E-01    0.355285E+00    0.120149E+01    0.362826E-02    0.399657E+01    0.220201E-02    0.107725E+00
    0.975600E+06    0.259168E-02    0.518506E-01    0.320602E+00    0.000000E+00    0.500000E+02    0.117547E+00    0.514299E-02    0.573214E-10    0.636253E-01    0.724418E-01    0.259561E-12    0.000000E+00    0.211176E-09    0.403035E+01    0.232315E+00    0.220983E+00    0.860820E-01    0.189149E-07    0.144255E-02    0.570687E-03    0.109391E+01    0.401065E-01    0.183044E-01    0.134646E-01    0.493007E+02    0.142246E-03    0.109932E+02    0.268692E+01    0.911644E+00    0.227961E-05    0.507762E-03    0.185401E+03    0.335611E+02    0.142151E+02    0.535366E+00    0.113577E-01    0.620060E+01    0.109357E+02    0.242403E+01    0.802169E+01    0.654936E-04    0.605865E+01    0.447856E+01    0.105479E+06    0.497539E-01    0.619636E-07    0.000000E+00    0.443224E+00    0.224636E-05    0.867386E-07    0.706198E-01    0.789975E+01    0.377915E-02    0.811960E-03    0.000000E+00    0.293964E+01    0.140228E-05    0.122712E+03    0.754898E+00    0.153391E-01    0.230559E-03    0.373921E-02    0.213714E+03    0.102245E+01    0.108940E+02    0.118390E+05    0.531293E+02    0.234819E-01    0.587181E+00    0.314704E+01    0.104518E-01    0.630975E+01    0.865749E-03    0.201783E+00
