 Time   CH2I2                    CH2BrI                   CH2ClI                   C2H5I                    NH3                      CH3SO3H                  H2SO4                    SO3                      DMSO2                    NO2                      HOSO2                    Cl2O2                    O1D                      HO2                      IBr                      C3H7I                    HIO3                     PAN                      HONO                     CH3SO                    SO2                      ICl                      BrNO2                    ClNO2                    HOBr                     C2H6                     HOI                      HOCH2O2                  CH3I                     INO2                     HNO4                     H2O2                     HCOOH                    HBr                      I                        BrNO3                    Br2                      CH3SO2H                  Cl2                      BrCl                     CH3S                     HCl                      HOCl                     CO                       CH3SO3                   N2O5                     EO2                      CH3SCH2OO                C2H5O2                   CH3CO3                   HNO3                     CH3SOCH3                 I2                       HI                       C2H4                     OIO                      ALD                      ROOH                     OClO                     ClNO3                    INO3                     CH3SO2                   HCHO                     CH3SCH3                  CH3OO                    O3                       BrO                      NO                       IO                       ClO                      Cl                       Br                       NO3                      OH                       
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.500000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.200000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.100000E+01    0.000000E+00    0.100000E+02    0.000000E+00    0.000000E+00    0.900000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.500000E+03    0.000000E+00    0.000000E+00    0.200000E+01    0.000000E+00    0.000000E+00    0.600000E+03    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.100000E+03    0.000000E+00    0.700000E+05    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.500000E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.300000E+03    0.600000E+02    0.000000E+00    0.200000E+05    0.000000E+00    0.100000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.360000E+04    0.423529E-01    0.282353E-01    0.282353E-01    0.000000E+00    0.500000E+02    0.445906E-04    0.321420E-03    0.501806E-12    0.484656E-08    0.307760E+02    0.227226E-14    0.000000E+00    0.000000E+00    0.513237E-01    0.805293E-02    0.101411E+01    0.517292E-12    0.985949E+01    0.815000E-02    0.214909E-03    0.217995E+02    0.188841E-02    0.152689E-01    0.312397E-01    0.122679E-03    0.499999E+03    0.944318E-03    0.518252E-01    0.200847E+01    0.632342E-08    0.319940E-02    0.583938E+03    0.137569E-02    0.103002E-04    0.349293E-05    0.420164E-10    0.139147E+00    0.413895E-06    0.186564E-03    0.821691E-02    0.249628E-04    0.115622E+02    0.819379E-04    0.700000E+05    0.333571E-02    0.229423E-02    0.000000E+00    0.350448E+00    0.645679E-03    0.119125E+00    0.510073E-01    0.171424E-02    0.561436E+00    0.700595E-10    0.000000E+00    0.406504E-07    0.129618E-04    0.746245E-02    0.299346E-10    0.425840E-06    0.196017E-03    0.504655E-04    0.278843E+03    0.620932E+02    0.153986E+00    0.207464E+05    0.324366E-09    0.698562E-01    0.545322E-03    0.200579E-06    0.173837E-08    0.229752E-11    0.751060E-01    0.886415E-04
    0.720000E+04    0.847059E-01    0.564706E-01    0.564706E-01    0.000000E+00    0.500000E+02    0.117977E-03    0.759650E-03    0.521069E-12    0.138023E-07    0.313563E+02    0.235949E-14    0.000000E+00    0.000000E+00    0.530239E-01    0.249262E-01    0.102822E+01    0.256543E-11    0.984755E+01    0.184697E-01    0.392087E-03    0.212885E+02    0.353671E-02    0.331998E-01    0.667064E-01    0.311800E-03    0.499998E+03    0.234145E-02    0.119326E+00    0.201694E+01    0.128396E-07    0.334145E-02    0.573282E+03    0.655223E-02    0.109659E-04    0.696078E-05    0.755489E-10    0.310123E+00    0.246409E-05    0.393444E-03    0.178685E-01    0.454910E-04    0.952687E+01    0.763690E-04    0.699999E+05    0.776785E-02    0.241784E-02    0.000000E+00    0.490223E+00    0.149967E-02    0.116765E+00    0.514894E-01    0.424281E-02    0.111579E+01    0.144971E-09    0.000000E+00    0.186281E-06    0.659351E-04    0.252704E-01    0.130194E-09    0.378507E-06    0.417238E-03    0.950416E-04    0.274176E+03    0.643718E+02    0.576828E+00    0.215108E+05    0.568288E-09    0.666501E-01    0.115813E-02    0.175206E-06    0.149234E-08    0.384645E-11    0.777776E-01    0.942535E-04
    0.108000E+05    0.127059E+00    0.847059E-01    0.847059E-01    0.000000E+00    0.500000E+02    0.153594E-03    0.935203E-03    0.547365E-12    0.250414E-07    0.318455E+02    0.247856E-14    0.000000E+00    0.000000E+00    0.553557E-01    0.548258E-01    0.104232E+01    0.659609E-11    0.983540E+01    0.310431E-01    0.439633E-03    0.208651E+02    0.605208E-02    0.521126E-01    0.103824E+00    0.592674E-03    0.499997E+03    0.460175E-02    0.184514E+00    0.202541E+01    0.194724E-07    0.350764E-02    0.562808E+03    0.153869E-01    0.111085E-04    0.103943E-04    0.962761E-10    0.481299E+00    0.660507E-05    0.604074E-03    0.275808E-01    0.509907E-04    0.763877E+01    0.661951E-04    0.699999E+05    0.953913E-02    0.252804E-02    0.000000E+00    0.529969E+00    0.234143E-02    0.114809E+00    0.520065E-01    0.704334E-02    0.166271E+01    0.226428E-09    0.000000E+00    0.444366E-06    0.156547E-03    0.566868E-01    0.280583E-09    0.329875E-06    0.648594E-03    0.109678E-03    0.269770E+03    0.666135E+02    0.107346E+01    0.222361E+05    0.711200E-09    0.637564E-01    0.178405E-02    0.150341E-06    0.125835E-08    0.475985E-11    0.800861E-01    0.101019E-03
    0.144000E+05    0.169412E+00    0.112941E+00    0.112941E+00    0.000000E+00    0.500000E+02    0.176398E-03    0.103689E-02    0.566656E-12    0.385198E-07    0.322489E+02    0.256591E-14    0.000000E+00    0.000000E+00    0.571265E-01    0.982912E-01    0.105643E+01    0.128852E-10    0.982299E+01    0.464694E-01    0.458522E-03    0.204340E+02    0.896953E-02    0.718501E-01    0.142423E+00    0.102183E-02    0.499996E+03    0.829094E-02    0.247682E+00    0.203388E+01    0.260875E-07    0.362160E-02    0.552511E+03    0.275982E-01    0.105740E-04    0.137511E-04    0.103028E-09    0.647727E+00    0.133084E-04    0.812349E-03    0.370838E-01    0.531700E-04    0.591557E+01    0.549197E-04    0.699999E+05    0.105728E-01    0.262406E-02    0.000000E+00    0.550846E+00    0.317444E-02    0.113213E+00    0.525482E-01    0.101326E-01    0.220187E+01    0.309578E-09    0.000000E+00    0.818422E-06    0.281374E-03    0.102763E+00    0.461143E-09    0.273693E-06    0.886908E-03    0.117439E-03    0.265555E+03    0.688196E+02    0.153254E+01    0.229242E+05    0.749938E-09    0.612440E-01    0.241782E-02    0.123092E-06    0.101200E-08    0.497592E-11    0.820850E-01    0.106786E-03
    0.180000E+05    0.174574E+00    0.137731E+00    0.140665E+00    0.000000E+00    0.500000E+02    0.291723E-02    0.127369E-02    0.595572E-10    0.109556E-03    0.276591E+02    0.269685E-12    0.000000E+00    0.289570E-10    0.116157E+01    0.195543E+01    0.106850E+01    0.261035E-03    0.977134E+01    0.121546E+00    0.666770E-03    0.199907E+02    0.385798E+00    0.110507E+00    0.175436E+00    0.214297E+00    0.499965E+03    0.206266E+01    0.508863E+00    0.204201E+01    0.457094E-04    0.596797E-01    0.542565E+03    0.956505E-01    0.350059E-01    0.280967E-01    0.150301E+00    0.116867E+01    0.358783E-02    0.282072E-02    0.592507E+00    0.772159E-04    0.335578E+01    0.376540E-01    0.699996E+05    0.990441E-02    0.909657E-03    0.000000E+00    0.496185E+00    0.299908E-01    0.111132E+00    0.464237E+00    0.577739E+00    0.109168E+00    0.121877E-04    0.000000E+00    0.168380E+00    0.199846E-02    0.435582E+00    0.372357E-03    0.105871E-01    0.126550E+00    0.174337E-03    0.260811E+03    0.704409E+02    0.280267E+01    0.235616E+05    0.139528E+01    0.773292E+00    0.728489E+00    0.605042E-02    0.446761E-04    0.229753E-01    0.321727E-01    0.114724E-01
    0.216000E+05    0.839075E-02    0.990205E-01    0.156445E+00    0.000000E+00    0.500000E+02    0.239971E-01    0.368002E-02    0.440688E-10    0.789757E-01    0.325616E+00    0.199551E-12    0.000000E+00    0.205554E-09    0.181840E+01    0.175879E+00    0.103819E+01    0.973548E-02    0.892218E+01    0.176198E+00    0.160576E-02    0.215190E+01    0.659777E-01    0.123183E+00    0.150562E+00    0.126810E+02    0.498289E+03    0.550393E+01    0.192325E+01    0.204305E+01    0.123089E-05    0.112479E-02    0.534469E+03    0.832762E+00    0.302050E+01    0.642530E-01    0.495884E-01    0.558196E+01    0.508316E+01    0.835071E+00    0.450906E+01    0.184417E-03    0.152362E+01    0.487636E+00    0.700085E+05    0.366299E-01    0.624394E-06    0.000000E+00    0.105248E+01    0.116169E+01    0.407393E+00    0.196887E+00    0.335686E+02    0.365419E-02    0.449644E-04    0.000000E+00    0.853145E+00    0.667718E-01    0.498428E+01    0.453487E+00    0.317726E-01    0.488089E-03    0.103405E-02    0.259786E+03    0.323306E+02    0.506238E+01    0.235536E+05    0.365875E+02    0.445755E-01    0.238733E+00    0.140091E+01    0.187647E-02    0.118622E+01    0.176256E-02    0.788598E-01
    0.252000E+05    0.259181E-02    0.325581E-01    0.148255E+00    0.000000E+00    0.500000E+02    0.234895E+00    0.151756E-01    0.797963E-10    0.158668E+00    0.720490E-01    0.361331E-12    0.000000E+00    0.402701E-09    0.357171E+01    0.116950E+00    0.932246E+00    0.311814E-01    0.761271E+01    0.758881E-02    0.182956E-02    0.191134E+01    0.556186E-01    0.572012E-02    0.908090E-01    0.217153E+02    0.485797E+03    0.482356E+01    0.403068E+01    0.202957E+01    0.741727E-06    0.459207E-03    0.494130E+03    0.239040E+01    0.623018E+01    0.175111E+00    0.871395E-02    0.295212E+01    0.208464E+02    0.363374E+01    0.761548E+01    0.209773E-03    0.568933E+01    0.506161E+01    0.700508E+05    0.151414E+00    0.188825E-07    0.000000E+00    0.110506E+01    0.566190E+01    0.300856E+00    0.102926E+00    0.260230E+02    0.207030E-02    0.239462E-03    0.000000E+00    0.132078E+01    0.199117E+00    0.263157E+02    0.969565E+00    0.328414E-01    0.168740E-03    0.568414E-02    0.310852E+03    0.663074E+01    0.135707E+02    0.225763E+05    0.323003E+02    0.260335E-01    0.422183E+00    0.664812E+01    0.793335E-02    0.187021E+01    0.259311E-03    0.160765E+00
    0.288000E+05    0.182972E-02    0.118731E-01    0.124460E+00    0.000000E+00    0.500000E+02    0.236649E+00    0.989488E-02    0.128316E-09    0.698204E-01    0.343712E-01    0.581035E-12    0.000000E+00    0.521823E-09    0.547561E+01    0.137089E+00    0.779436E+00    0.423868E-01    0.648084E+01    0.128144E-02    0.131301E-02    0.234226E+01    0.103175E+00    0.243548E-02    0.402145E-01    0.204519E+02    0.451926E+03    0.351450E+01    0.688496E+01    0.200218E+01    0.538936E-06    0.347575E-03    0.485612E+03    0.743706E+01    0.107670E+02    0.266799E+00    0.358099E-02    0.212881E+01    0.139937E+02    0.870371E+01    0.112774E+02    0.150541E-03    0.141161E+02    0.183050E+02    0.701679E+05    0.930035E-01    0.371880E-08    0.000000E+00    0.905524E+00    0.951134E+01    0.171620E+00    0.976772E-01    0.806982E+01    0.177133E-02    0.560756E-03    0.000000E+00    0.135633E+01    0.588704E+00    0.858646E+02    0.139324E+01    0.340404E-01    0.870032E-04    0.495292E-02    0.390914E+03    0.209174E+01    0.201567E+02    0.211082E+05    0.293924E+02    0.201640E-01    0.478980E+00    0.144353E+02    0.180522E-01    0.249602E+01    0.108505E-03    0.210957E+00
    0.324000E+05    0.157459E-02    0.856376E-02    0.996317E-01    0.000000E+00    0.500000E+02    0.975738E-01    0.343550E-02    0.556141E-10    0.219865E-01    0.304697E-01    0.251830E-12    0.000000E+00    0.555455E-09    0.648132E+01    0.139331E+00    0.624022E+00    0.398106E-01    0.551545E+01    0.100760E-02    0.104045E-02    0.931955E+00    0.921456E-01    0.207839E-02    0.145472E-01    0.196353E+02    0.405827E+03    0.249800E+01    0.924418E+01    0.196625E+01    0.523926E-06    0.371046E-03    0.490445E+03    0.173718E+02    0.141782E+02    0.292635E+00    0.290152E-02    0.191748E+01    0.509388E+01    0.851470E+01    0.109784E+02    0.119311E-03    0.173209E+02    0.422952E+02    0.703756E+05    0.315941E-01    0.266094E-08    0.000000E+00    0.773466E+00    0.885921E+01    0.135816E+00    0.945297E-01    0.235579E+01    0.160674E-02    0.732280E-03    0.000000E+00    0.116432E+01    0.866333E+00    0.164831E+03    0.123266E+01    0.326882E-01    0.688295E-04    0.208521E-02    0.439212E+03    0.141659E+01    0.224566E+02    0.194784E+05    0.276677E+02    0.203256E-01    0.438327E+00    0.156377E+02    0.207880E-01    0.284272E+01    0.882376E-04    0.229794E+00
    0.360000E+05    0.149099E-02    0.786319E-02    0.810585E-01    0.000000E+00    0.500000E+02    0.372775E-01    0.131526E-02    0.207701E-10    0.106092E-01    0.317498E-01    0.940503E-13    0.000000E+00    0.541066E-09    0.666789E+01    0.127518E+00    0.491397E+00    0.331620E-01    0.469382E+01    0.102727E-02    0.100305E-02    0.349571E+00    0.651922E-01    0.221166E-02    0.477329E-02    0.194356E+02    0.363213E+03    0.191062E+01    0.102531E+02    0.192738E+01    0.523545E-06    0.396480E-03    0.496294E+03    0.300302E+02    0.158835E+02    0.280646E+00    0.290802E-02    0.189122E+01    0.190014E+01    0.734616E+01    0.100553E+02    0.115037E-03    0.170575E+02    0.564650E+02    0.706254E+05    0.121941E-01    0.280405E-08    0.000000E+00    0.729829E+00    0.753616E+01    0.116405E+00    0.911499E-01    0.121243E+01    0.147890E-02    0.723974E-03    0.000000E+00    0.973039E+00    0.847880E+00    0.228072E+03    0.104493E+01    0.312032E-01    0.610136E-04    0.899337E-03    0.450315E+03    0.135546E+01    0.229840E+02    0.180243E+05    0.270060E+02    0.217020E-01    0.376368E+00    0.143292E+02    0.203609E-01    0.306683E+01    0.893502E-04    0.228797E+00
    0.396000E+05    0.147198E-02    0.769593E-02    0.691972E-01    0.000000E+00    0.500000E+02    0.215996E-01    0.796055E-03    0.126735E-10    0.849812E-02    0.327647E-01    0.573878E-13    0.000000E+00    0.509118E-09    0.669809E+01    0.122658E+00    0.387223E+00    0.277390E-01    0.399464E+01    0.102441E-02    0.105615E-02    0.223929E+00    0.561337E-01    0.239629E-02    0.151618E-02    0.189350E+02    0.325677E+03    0.157611E+01    0.104906E+02    0.188845E+01    0.518640E-06    0.412876E-03    0.501719E+03    0.431467E+02    0.168986E+02    0.269408E+00    0.293813E-02    0.190794E+01    0.113249E+01    0.691476E+01    0.976829E+01    0.121134E-03    0.171177E+02    0.600276E+02    0.708895E+05    0.742878E-02    0.300541E-08    0.000000E+00    0.721851E+00    0.664806E+01    0.983128E-01    0.887042E-01    0.105097E+01    0.142191E-02    0.698600E-03    0.000000E+00    0.854929E+00    0.744938E+00    0.273121E+03    0.948420E+00    0.299424E-01    0.557951E-04    0.598370E-03    0.448650E+03    0.136738E+01    0.231864E+02    0.167624E+05    0.267088E+02    0.227221E-01    0.334402E+00    0.133273E+02    0.202485E-01    0.325682E+01    0.927984E-04    0.217939E+00
    0.432000E+05    0.147059E-02    0.767406E-02    0.621456E-01    0.000000E+00    0.500000E+02    0.177397E-01    0.659537E-03    0.110909E-10    0.810762E-02    0.333408E-01    0.502212E-13    0.000000E+00    0.475620E-09    0.675411E+01    0.123762E+00    0.307792E+00    0.243340E-01    0.339962E+01    0.992910E-03    0.114015E-02    0.207437E+00    0.557853E-01    0.257106E-02    0.478962E-03    0.183239E+02    0.291957E+03    0.138907E+01    0.104833E+02    0.185043E+01    0.528801E-06    0.427808E-03    0.505927E+03    0.559838E+02    0.177264E+02    0.269941E+00    0.293252E-02    0.192673E+01    0.996362E+00    0.682566E+01    0.978680E+01    0.130771E-03    0.176176E+02    0.594162E+02    0.711615E+05    0.614167E-02    0.315480E-08    0.000000E+00    0.724433E+00    0.596229E+01    0.821184E-01    0.870188E-01    0.106861E+01    0.141638E-02    0.706049E-03    0.000000E+00    0.794645E+00    0.644787E+00    0.306053E+03    0.888874E+00    0.288913E-01    0.532040E-04    0.536072E-03    0.444614E+03    0.138067E+01    0.233929E+02    0.156473E+05    0.264324E+02    0.234845E-01    0.313634E+00    0.126397E+02    0.204773E-01    0.343539E+01    0.957278E-04    0.205886E+00
    0.468000E+05    0.147155E-02    0.767577E-02    0.580366E-01    0.000000E+00    0.500000E+02    0.164530E-01    0.604371E-03    0.110625E-10    0.800417E-02    0.338693E-01    0.500930E-13    0.000000E+00    0.445013E-09    0.683824E+01    0.128222E+00    0.247492E+00    0.223225E-01    0.289323E+01    0.954972E-03    0.123488E-02    0.218163E+00    0.590888E-01    0.274583E-02    0.151334E-03    0.177476E+02    0.261418E+03    0.128286E+01    0.104148E+02    0.181347E+01    0.558810E-06    0.444951E-03    0.508689E+03    0.684201E+02    0.184769E+02    0.280810E+00    0.291787E-02    0.193841E+01    0.100189E+01    0.678352E+01    0.986518E+01    0.141637E-03    0.182757E+02    0.575629E+02    0.714400E+05    0.558466E-02    0.329359E-08    0.000000E+00    0.729386E+00    0.534172E+01    0.683277E-01    0.859036E-01    0.111347E+01    0.144325E-02    0.743980E-03    0.000000E+00    0.769135E+00    0.557278E+00    0.331093E+03    0.838575E+00    0.280033E-01    0.528182E-04    0.526510E-03    0.439764E+03    0.139212E+01    0.236172E+02    0.146518E+05    0.261142E+02    0.241996E-01    0.306641E+00    0.120621E+02    0.207663E-01    0.360875E+01    0.983922E-04    0.195264E+00
    0.504000E+05    0.148744E-02    0.773160E-02    0.557592E-01    0.000000E+00    0.500000E+02    0.156192E-01    0.567564E-03    0.112789E-10    0.790537E-02    0.345282E-01    0.510726E-13    0.000000E+00    0.413144E-09    0.687933E+01    0.135574E+00    0.201878E+00    0.208891E-01    0.246226E+01    0.922142E-03    0.133061E-02    0.235728E+00    0.644463E-01    0.294361E-02    0.480973E-04    0.172167E+02    0.233826E+03    0.122974E+01    0.103208E+02    0.177770E+01    0.599357E-06    0.461042E-03    0.510000E+03    0.803928E+02    0.190617E+02    0.295433E+00    0.292097E-02    0.195951E+01    0.103761E+01    0.676145E+01    0.100080E+02    0.152616E-03    0.188853E+02    0.553188E+02    0.717228E+05    0.519813E-02    0.347448E-08    0.000000E+00    0.733644E+00    0.478023E+01    0.571063E-01    0.851228E-01    0.116451E+01    0.149878E-02    0.788465E-03    0.000000E+00    0.762774E+00    0.482054E+00    0.350421E+03    0.799658E+00    0.272143E-01    0.539526E-04    0.524430E-03    0.434429E+03    0.140423E+01    0.237167E+02    0.137629E+05    0.258166E+02    0.248684E-01    0.306773E+00    0.114998E+02    0.209399E-01    0.375269E+01    0.101846E-03    0.184247E+00
    0.540000E+05    0.156124E-02    0.802181E-02    0.550933E-01    0.000000E+00    0.500000E+02    0.146156E-01    0.534698E-03    0.108414E-10    0.771121E-02    0.354225E-01    0.490918E-13    0.000000E+00    0.370142E-09    0.674564E+01    0.148251E+00    0.168276E+00    0.192306E-01    0.209550E+01    0.906618E-03    0.141321E-02    0.247915E+00    0.723507E-01    0.320841E-02    0.158053E-04    0.167153E+02    0.209159E+03    0.123970E+01    0.102121E+02    0.174398E+01    0.629573E-06    0.466980E-03    0.510104E+03    0.916811E+02    0.192147E+02    0.302470E+00    0.297764E-02    0.203688E+01    0.108874E+01    0.690938E+01    0.104064E+02    0.162086E-03    0.191191E+02    0.529940E+02    0.720055E+05    0.488538E-02    0.378470E-08    0.000000E+00    0.734112E+00    0.431133E+01    0.487160E-01    0.841939E-01    0.123994E+01    0.159339E-02    0.793971E-03    0.000000E+00    0.767498E+00    0.424344E+00    0.364626E+03    0.791473E+00    0.264236E-01    0.562580E-04    0.514248E-03    0.430325E+03    0.141996E+01    0.233879E+02    0.129800E+05    0.256574E+02    0.253184E-01    0.309287E+00    0.108833E+02    0.207876E-01    0.379382E+01    0.108200E-03    0.168395E+00
    0.576000E+05    0.178803E-02    0.892998E-02    0.567283E-01    0.000000E+00    0.500000E+02    0.130929E-01    0.500702E-03    0.878003E-11    0.732751E-02    0.367806E-01    0.397574E-13    0.000000E+00    0.304519E-09    0.625272E+01    0.172900E+00    0.145486E+00    0.165040E-01    0.178340E+01    0.933156E-03    0.145582E-02    0.237505E+00    0.853914E-01    0.363317E-02    0.575350E-05    0.162203E+02    0.187601E+03    0.136596E+01    0.101142E+02    0.171446E+01    0.615967E-06    0.449268E-03    0.509642E+03    0.101820E+03    0.184719E+02    0.284954E+00    0.315073E-02    0.226597E+01    0.117323E+01    0.754025E+01    0.114476E+02    0.166963E-03    0.183787E+02    0.509049E+02    0.722793E+05    0.464721E-02    0.441740E-08    0.000000E+00    0.725750E+00    0.397092E+01    0.435743E-01    0.823024E-01    0.138697E+01    0.176021E-02    0.697580E-03    0.000000E+00    0.776930E+00    0.393661E+00    0.372943E+03    0.850485E+00    0.254842E-01    0.597314E-04    0.484465E-03    0.430951E+03    0.144478E+01    0.221579E+02    0.123180E+05    0.257724E+02    0.252823E-01    0.309529E+00    0.101058E+02    0.199323E-01    0.360257E+01    0.121753E-03    0.142352E+00
    0.612000E+05    0.243844E-02    0.113348E-01    0.623480E-01    0.000000E+00    0.500000E+02    0.105961E-01    0.464579E-03    0.497291E-11    0.653199E-02    0.397527E-01    0.225182E-13    0.000000E+00    0.210877E-09    0.515428E+01    0.224648E+00    0.133319E+00    0.117068E-01    0.151787E+01    0.107154E-02    0.140136E-02    0.186824E+00    0.107605E+00    0.449065E-02    0.261503E-05    0.155274E+02    0.169711E+03    0.173564E+01    0.100397E+02    0.169258E+01    0.519851E-06    0.394139E-03    0.509388E+03    0.109970E+03    0.160717E+02    0.222450E+00    0.360588E-02    0.288083E+01    0.132399E+01    0.914371E+01    0.138518E+02    0.160693E-03    0.156944E+02    0.491403E+02    0.725280E+05    0.448271E-02    0.604550E-08    0.000000E+00    0.697382E+00    0.377600E+01    0.428079E-01    0.786629E-01    0.170190E+01    0.213515E-02    0.452308E-03    0.000000E+00    0.762600E+00    0.401319E+00    0.373625E+03    0.105043E+01    0.241551E-01    0.641812E-04    0.418031E-03    0.440308E+03    0.149373E+01    0.192354E+02    0.118222E+05    0.262290E+02    0.247196E-01    0.295339E+00    0.885810E+01    0.174934E-01    0.301221E+01    0.154406E-03    0.102500E+00
    0.648000E+05    0.462535E-02    0.175435E-01    0.746242E-01    0.000000E+00    0.500000E+02    0.652674E-02    0.422551E-03    0.146700E-11    0.476951E-02    0.501765E-01    0.664281E-14    0.000000E+00    0.101334E-09    0.327933E+01    0.349325E+00    0.131948E+00    0.488654E-02    0.129213E+01    0.149395E-02    0.113345E-02    0.109435E+00    0.154331E+00    0.685318E-02    0.172463E-05    0.136843E+02    0.156893E+03    0.253718E+01    0.986101E+01    0.168197E+01    0.335169E-06    0.306489E-03    0.507312E+03    0.114644E+03    0.110497E+02    0.113580E+00    0.494453E-02    0.465220E+01    0.155953E+01    0.118917E+02    0.186453E+02    0.129917E-03    0.102160E+02    0.466667E+02    0.727219E+05    0.423760E-02    0.125231E-07    0.000000E+00    0.620645E+00    0.363307E+01    0.504302E-01    0.740254E-01    0.238885E+01    0.359343E-02    0.149489E-03    0.000000E+00    0.623378E+00    0.458648E+00    0.365717E+03    0.154583E+01    0.218850E-01    0.682432E-04    0.287164E-03    0.456444E+03    0.161525E+01    0.133285E+02    0.116114E+05    0.265439E+02    0.245923E-01    0.234886E+00    0.635024E+01    0.115506E-01    0.190886E+01    0.254713E-03    0.516205E-01
    0.684000E+05    0.157223E-01    0.334205E-01    0.961851E-01    0.000000E+00    0.500000E+02    0.156547E-02    0.305467E-03    0.768618E-13    0.138979E-02    0.112142E+00    0.348043E-15    0.000000E+00    0.147061E-10    0.104780E+01    0.858893E+00    0.140626E+00    0.259377E-03    0.110115E+01    0.250418E-02    0.576569E-03    0.385809E-01    0.422236E+00    0.150107E-01    0.208226E-05    0.777210E+01    0.151296E+03    0.334635E+01    0.917762E+01    0.168365E+01    0.121426E-06    0.215167E-03    0.493634E+03    0.114947E+03    0.350415E+01    0.184030E-01    0.939909E-02    0.118421E+02    0.176637E+01    0.143014E+02    0.257783E+02    0.660216E-04    0.292729E+01    0.430423E+02    0.728205E+05    0.309538E-02    0.732259E-07    0.000000E+00    0.445500E+00    0.308439E+01    0.827119E-01    0.678204E-01    0.374866E+01    0.196067E-01    0.814138E-05    0.000000E+00    0.205962E+00    0.565714E+00    0.355141E+03    0.258173E+01    0.156813E-01    0.660679E-04    0.102759E-03    0.460602E+03    0.200721E+01    0.433806E+01    0.119659E+05    0.205708E+02    0.297743E-01    0.963431E-01    0.202132E+01    0.229778E-02    0.474537E+00    0.674521E-03    0.767162E-02
    0.720000E+05    0.542354E-01    0.607283E-01    0.124050E+00    0.000000E+00    0.500000E+02    0.872696E-04    0.146317E-03    0.481879E-15    0.290451E-04    0.961941E+00    0.218203E-17    0.000000E+00    0.000000E+00    0.168145E+00    0.204444E+01    0.154477E+00    0.682051E-08    0.960645E+00    0.413820E-02    0.178690E-03    0.115044E-01    0.123550E+01    0.218695E-01    0.162423E-04    0.225448E+01    0.150964E+03    0.192007E+01    0.783152E+01    0.169179E+01    0.108482E-08    0.297463E-03    0.474011E+03    0.113781E+03    0.434176E-01    0.191688E-04    0.116222E-01    0.241858E+02    0.177927E+01    0.121562E+02    0.277789E+02    0.204761E-04    0.205276E+01    0.399605E+02    0.728330E+05    0.147995E-02    0.239677E-05    0.000000E+00    0.245620E+00    0.236418E+01    0.160740E+00    0.390780E-01    0.471939E+01    0.407893E+00    0.130975E-08    0.000000E+00    0.274894E-03    0.704872E+00    0.349026E+03    0.332242E+01    0.139266E-03    0.776169E-05    0.275106E-04    0.449977E+03    0.369526E+01    0.366426E+00    0.130699E+05    0.282698E+01    0.642724E-01    0.948990E-03    0.201401E-02    0.110532E-06    0.397171E-02    0.258184E-02    0.161296E-03
    0.756000E+05    0.965883E-01    0.889636E-01    0.152285E+00    0.000000E+00    0.500000E+02    0.359102E-04    0.745217E-04    0.214437E-15    0.242274E-04    0.245041E+01    0.971006E-18    0.000000E+00   -0.000000E+00    0.126560E+00    0.230257E+01    0.168593E+00    0.107886E-08    0.927722E+00    0.728881E-02    0.773939E-04    0.623637E-02    0.149541E+01    0.227137E-01    0.197639E-03    0.143869E+01    0.150963E+03    0.135921E+01    0.663850E+01    0.170026E+01    0.764032E-09    0.585382E-03    0.459287E+03    0.111502E+03    0.189726E-02    0.530019E-05    0.507700E-02    0.267320E+02    0.177197E+01    0.102458E+02    0.266942E+02    0.888037E-05    0.298841E+01    0.362670E+02    0.728338E+05    0.756833E-03    0.175132E-04    0.000000E+00    0.160401E+00    0.196086E+01    0.152579E+00    0.288672E-01    0.490631E+01    0.962344E+00    0.267482E-09    0.000000E+00    0.535370E-04    0.849084E+00    0.343069E+03    0.331476E+01    0.956567E-04    0.317785E-04    0.130848E-04    0.441054E+03    0.622376E+01    0.341923E+00    0.142255E+05    0.479509E+00    0.746934E-01    0.109514E-02    0.569536E-03    0.858571E-08    0.253840E-03    0.731233E-02    0.132408E-03
