    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.500000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.200000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.100000E+01    0.000000E+00    0.100000E+02    0.000000E+00    0.000000E+00    0.900000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.500000E+03    0.000000E+00    0.000000E+00    0.200000E+01    0.000000E+00    0.000000E+00    0.600000E+03    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.100000E+03    0.000000E+00    0.700000E+05    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.500000E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.300000E+03    0.600000E+02    0.000000E+00    0.200000E+05    0.000000E+00    0.100000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.360000E+04    0.423529E-01    0.282353E-01    0.282353E-01    0.000000E+00    0.500000E+02    0.445906E-04    0.321420E-03    0.501806E-12    0.484656E-08    0.307760E+02    0.227226E-14    0.000000E+00    0.000000E+00    0.513237E-01    0.805293E-02    0.101411E+01    0.517292E-12    0.985949E+01    0.815000E-02    0.214909E-03    0.217995E+02    0.188841E-02    0.152689E-01    0.312397E-01    0.122679E-03    0.499999E+03    0.944318E-03    0.518252E-01    0.200847E+01    0.632342E-08    0.319940E-02    0.583938E+03    0.137569E-02    0.103002E-04    0.349293E-05    0.420164E-10    0.139147E+00    0.413895E-06    0.186564E-03    0.821691E-02    0.249628E-04    0.115622E+02    0.819379E-04    0.700000E+05    0.333571E-02    0.229423E-02    0.000000E+00    0.350448E+00    0.645679E-03    0.119125E+00    0.510073E-01    0.171424E-02    0.561436E+00    0.700595E-10    0.000000E+00    0.406504E-07    0.129618E-04    0.746245E-02    0.299346E-10    0.425840E-06    0.196017E-03    0.504655E-04    0.278843E+03    0.620932E+02    0.153986E+00    0.207464E+05    0.324366E-09    0.698562E-01    0.545322E-03    0.200579E-06    0.173837E-08    0.229752E-11    0.751060E-01    0.886415E-04
    0.720000E+04    0.847059E-01    0.564706E-01    0.564706E-01    0.000000E+00    0.500000E+02    0.117977E-03    0.759650E-03    0.521069E-12    0.138023E-07    0.313563E+02    0.235949E-14    0.000000E+00    0.000000E+00    0.530239E-01    0.249262E-01    0.102822E+01    0.256543E-11    0.984755E+01    0.184697E-01    0.392087E-03    0.212885E+02    0.353671E-02    0.331998E-01    0.667064E-01    0.311800E-03    0.499998E+03    0.234145E-02    0.119326E+00    0.201694E+01    0.128396E-07    0.334145E-02    0.573282E+03    0.655223E-02    0.109659E-04    0.696078E-05    0.755489E-10    0.310123E+00    0.246409E-05    0.393444E-03    0.178685E-01    0.454910E-04    0.952687E+01    0.763690E-04    0.699999E+05    0.776785E-02    0.241784E-02    0.000000E+00    0.490223E+00    0.149967E-02    0.116765E+00    0.514894E-01    0.424281E-02    0.111579E+01    0.144971E-09    0.000000E+00    0.186281E-06    0.659351E-04    0.252704E-01    0.130194E-09    0.378507E-06    0.417238E-03    0.950416E-04    0.274176E+03    0.643718E+02    0.576828E+00    0.215108E+05    0.568288E-09    0.666501E-01    0.115813E-02    0.175206E-06    0.149234E-08    0.384645E-11    0.777776E-01    0.942535E-04
    0.108000E+05    0.127059E+00    0.847059E-01    0.847059E-01    0.000000E+00    0.500000E+02    0.153594E-03    0.935203E-03    0.547365E-12    0.250414E-07    0.318455E+02    0.247856E-14    0.000000E+00    0.000000E+00    0.553557E-01    0.548258E-01    0.104232E+01    0.659609E-11    0.983540E+01    0.310431E-01    0.439633E-03    0.208651E+02    0.605208E-02    0.521126E-01    0.103824E+00    0.592674E-03    0.499997E+03    0.460175E-02    0.184514E+00    0.202541E+01    0.194724E-07    0.350764E-02    0.562808E+03    0.153869E-01    0.111085E-04    0.103943E-04    0.962761E-10    0.481299E+00    0.660507E-05    0.604074E-03    0.275808E-01    0.509907E-04    0.763877E+01    0.661951E-04    0.699999E+05    0.953913E-02    0.252804E-02    0.000000E+00    0.529969E+00    0.234143E-02    0.114809E+00    0.520065E-01    0.704334E-02    0.166271E+01    0.226428E-09    0.000000E+00    0.444366E-06    0.156547E-03    0.566868E-01    0.280583E-09    0.329875E-06    0.648594E-03    0.109678E-03    0.269770E+03    0.666135E+02    0.107346E+01    0.222361E+05    0.711200E-09    0.637564E-01    0.178405E-02    0.150341E-06    0.125835E-08    0.475985E-11    0.800861E-01    0.101019E-03
    0.144000E+05    0.169412E+00    0.112941E+00    0.112941E+00    0.000000E+00    0.500000E+02    0.176398E-03    0.103689E-02    0.566656E-12    0.385198E-07    0.322489E+02    0.256591E-14    0.000000E+00    0.000000E+00    0.571265E-01    0.982912E-01    0.105643E+01    0.128852E-10    0.982299E+01    0.464694E-01    0.458522E-03    0.204340E+02    0.896953E-02    0.718501E-01    0.142423E+00    0.102183E-02    0.499996E+03    0.829094E-02    0.247682E+00    0.203388E+01    0.260875E-07    0.362160E-02    0.552511E+03    0.275982E-01    0.105740E-04    0.137511E-04    0.103028E-09    0.647727E+00    0.133084E-04    0.812349E-03    0.370838E-01    0.531700E-04    0.591557E+01    0.549197E-04    0.699999E+05    0.105728E-01    0.262406E-02    0.000000E+00    0.550846E+00    0.317444E-02    0.113213E+00    0.525482E-01    0.101326E-01    0.220187E+01    0.309578E-09    0.000000E+00    0.818422E-06    0.281374E-03    0.102763E+00    0.461143E-09    0.273693E-06    0.886908E-03    0.117439E-03    0.265555E+03    0.688196E+02    0.153254E+01    0.229242E+05    0.749938E-09    0.612440E-01    0.241782E-02    0.123092E-06    0.101200E-08    0.497592E-11    0.820850E-01    0.106786E-03
    0.180000E+05    0.174572E+00    0.137731E+00    0.140665E+00    0.000000E+00    0.500000E+02    0.291743E-02    0.127370E-02    0.595581E-10    0.109565E-03    0.276590E+02    0.269689E-12    0.000000E+00    0.289570E-10    0.116162E+01    0.195543E+01    0.106850E+01    0.261041E-03    0.977134E+01    0.121548E+00    0.666769E-03    0.199907E+02    0.385799E+00    0.110508E+00    0.175435E+00    0.214314E+00    0.499965E+03    0.206276E+01    0.508869E+00    0.204201E+01    0.457072E-04    0.596830E-01    0.542565E+03    0.956533E-01    0.350079E-01    0.280955E-01    0.150305E+00    0.116869E+01    0.358811E-02    0.282083E-02    0.592539E+00    0.772158E-04    0.335576E+01    0.376563E-01    0.699996E+05    0.990443E-02    0.909637E-03    0.000000E+00    0.496183E+00    0.299921E-01    0.111131E+00    0.464252E+00    0.577765E+00    0.109146E+00    0.121879E-04    0.000000E+00    0.168373E+00    0.199860E-02    0.435595E+00    0.372384E-03    0.105874E-01    0.126544E+00    0.174337E-03    0.260811E+03    0.704408E+02    0.280271E+01    0.235616E+05    0.139532E+01    0.773299E+00    0.728454E+00    0.605063E-02    0.446772E-04    0.229755E-01    0.321722E-01    0.114726E-01
    0.216000E+05    0.839105E-02    0.990215E-01    0.156445E+00    0.000000E+00    0.500000E+02    0.239965E-01    0.367996E-02    0.440705E-10    0.789756E-01    0.325620E+00    0.199558E-12    0.000000E+00    0.205554E-09    0.181840E+01    0.175880E+00    0.103819E+01    0.973552E-02    0.892218E+01    0.176201E+00    0.160572E-02    0.215199E+01    0.659778E-01    0.123185E+00    0.150562E+00    0.126809E+02    0.498289E+03    0.550393E+01    0.192324E+01    0.204305E+01    0.123091E-05    0.112480E-02    0.534469E+03    0.832754E+00    0.302048E+01    0.642531E-01    0.495890E-01    0.558196E+01    0.508309E+01    0.835038E+00    0.450898E+01    0.184412E-03    0.152360E+01    0.487618E+00    0.700085E+05    0.366291E-01    0.624408E-06    0.000000E+00    0.105247E+01    0.116167E+01    0.407395E+00    0.196887E+00    0.335687E+02    0.365420E-02    0.449645E-04    0.000000E+00    0.853148E+00    0.667705E-01    0.498418E+01    0.453479E+00    0.317724E-01    0.488096E-03    0.103403E-02    0.259786E+03    0.323307E+02    0.506236E+01    0.235536E+05    0.365875E+02    0.445759E-01    0.238733E+00    0.140089E+01    0.187644E-02    0.118622E+01    0.176258E-02    0.788597E-01
    0.252000E+05    0.259140E-02    0.325594E-01    0.148257E+00    0.000000E+00    0.500000E+02    0.234929E+00    0.151772E-01    0.798074E-10    0.158698E+00    0.720490E-01    0.361381E-12    0.000000E+00    0.402702E-09    0.357198E+01    0.116946E+00    0.932254E+00    0.311932E-01    0.761271E+01    0.758991E-02    0.182957E-02    0.191159E+01    0.556099E-01    0.571997E-02    0.908121E-01    0.217168E+02    0.485798E+03    0.482348E+01    0.403053E+01    0.202957E+01    0.741698E-06    0.459292E-03    0.494130E+03    0.239024E+01    0.623046E+01    0.175104E+00    0.871398E-02    0.295177E+01    0.208469E+02    0.363317E+01    0.761426E+01    0.209774E-03    0.568956E+01    0.506127E+01    0.700508E+05    0.151428E+00    0.188821E-07    0.000000E+00    0.110506E+01    0.566138E+01    0.300829E+00    0.102930E+00    0.260237E+02    0.207030E-02    0.239547E-03    0.000000E+00    0.132095E+01    0.199093E+00    0.263138E+02    0.969553E+00    0.328423E-01    0.168756E-03    0.568432E-02    0.310845E+03    0.663080E+01    0.135720E+02    0.225764E+05    0.323003E+02    0.260337E-01    0.422166E+00    0.664808E+01    0.793264E-02    0.187017E+01    0.259311E-03    0.160767E+00
    0.288000E+05    0.183051E-02    0.118732E-01    0.124458E+00    0.000000E+00    0.500000E+02    0.236466E+00    0.989284E-02    0.128256E-09    0.697752E-01    0.343712E-01    0.580766E-12    0.000000E+00    0.521823E-09    0.547483E+01    0.137082E+00    0.779431E+00    0.423884E-01    0.648085E+01    0.128145E-02    0.131299E-02    0.234123E+01    0.103179E+00    0.243638E-02    0.402135E-01    0.204504E+02    0.451926E+03    0.351453E+01    0.688498E+01    0.200218E+01    0.538762E-06    0.347562E-03    0.485614E+03    0.743716E+01    0.107643E+02    0.266715E+00    0.358201E-02    0.212873E+01    0.139931E+02    0.870569E+01    0.112775E+02    0.150538E-03    0.141162E+02    0.183048E+02    0.701679E+05    0.929909E-01    0.372072E-08    0.000000E+00    0.905517E+00    0.951150E+01    0.171640E+00    0.976784E-01    0.806924E+01    0.177110E-02    0.560600E-03    0.000000E+00    0.135640E+01    0.588655E+00    0.858680E+02    0.139372E+01    0.340422E-01    0.869892E-04    0.495263E-02    0.390919E+03    0.209175E+01    0.201513E+02    0.211082E+05    0.293970E+02    0.201622E-01    0.478796E+00    0.144349E+02    0.180532E-01    0.249632E+01    0.108545E-03    0.210952E+00
    0.324000E+05    0.157459E-02    0.856451E-02    0.996410E-01    0.000000E+00    0.500000E+02    0.976034E-01    0.343652E-02    0.556322E-10    0.219942E-01    0.304694E-01    0.251912E-12    0.000000E+00    0.555461E-09    0.648143E+01    0.139340E+00    0.624057E+00    0.398170E-01    0.551545E+01    0.100761E-02    0.104043E-02    0.932248E+00    0.921599E-01    0.207835E-02    0.145508E-01    0.196355E+02    0.405832E+03    0.249827E+01    0.924401E+01    0.196626E+01    0.523967E-06    0.371050E-03    0.490443E+03    0.173701E+02    0.141783E+02    0.292661E+00    0.290154E-02    0.191747E+01    0.509537E+01    0.851498E+01    0.109785E+02    0.119308E-03    0.173212E+02    0.422912E+02    0.703756E+05    0.316025E-01    0.266098E-08    0.000000E+00    0.773461E+00    0.885935E+01    0.135820E+00    0.945293E-01    0.235650E+01    0.160683E-02    0.732376E-03    0.000000E+00    0.116446E+01    0.866464E+00    0.164815E+03    0.123267E+01    0.326892E-01    0.688372E-04    0.208577E-02    0.439215E+03    0.141662E+01    0.224567E+02    0.194786E+05    0.276676E+02    0.203255E-01    0.438370E+00    0.156379E+02    0.207881E-01    0.284269E+01    0.882379E-04    0.229796E+00
