    0.000000E+00    0.636433E+01
    0.360000E+04    0.449037E+01
    0.720000E+04    0.457498E+01
    0.108000E+05    0.467170E+01
    0.144000E+05    0.478377E+01
    0.180000E+05    0.503067E+01
    0.216000E+05    0.595233E+01
    0.252000E+05    0.583390E+01
    0.288000E+05    0.530571E+01
    0.324000E+05    0.514274E+01
    0.360000E+05    0.517595E+01
    0.396000E+05    0.514042E+01
    0.432000E+05    0.505937E+01
    0.468000E+05    0.496826E+01
    0.504000E+05    0.488671E+01
    0.540000E+05    0.483646E+01
    0.576000E+05    0.485250E+01
    0.612000E+05    0.499560E+01
    0.648000E+05    0.528600E+01
    0.684000E+05    0.548215E+01
    0.720000E+05    0.521216E+01
    0.756000E+05    0.506670E+01
    0.792000E+05    0.502143E+01
    0.828000E+05    0.501156E+01
    0.864000E+05    0.501557E+01
    0.900000E+05    0.502588E+01
    0.936000E+05    0.503988E+01
    0.972000E+05    0.505689E+01
    0.100800E+06    0.507645E+01
    0.104400E+06    0.546230E+01
    0.108000E+06    0.600432E+01
    0.111600E+06    0.579165E+01
    0.115200E+06    0.561946E+01
    0.118800E+06    0.552054E+01
    0.122400E+06    0.540133E+01
    0.126000E+06    0.526181E+01
    0.129600E+06    0.512046E+01
    0.133200E+06    0.498852E+01
    0.136800E+06    0.487816E+01
    0.140400E+06    0.481084E+01
    0.144000E+06    0.482362E+01
    0.147600E+06    0.498515E+01
    0.151200E+06    0.530846E+01
    0.154800E+06    0.550264E+01
    0.158400E+06    0.521321E+01
    0.162000E+06    0.506740E+01
    0.165600E+06    0.502036E+01
    0.169200E+06    0.501192E+01
    0.172800E+06    0.502089E+01
    0.176400E+06    0.503866E+01
    0.180000E+06    0.506191E+01
    0.183600E+06    0.508918E+01
    0.187200E+06    0.511967E+01
    0.190800E+06    0.556333E+01
    0.194400E+06    0.610724E+01
    0.198000E+06    0.589069E+01
    0.201600E+06    0.569623E+01
    0.205200E+06    0.557134E+01
    0.208800E+06    0.543142E+01
    0.212400E+06    0.527158E+01
    0.216000E+06    0.510858E+01
    0.219600E+06    0.495777E+01
    0.223200E+06    0.483566E+01
    0.226800E+06    0.476517E+01
    0.230400E+06    0.478241E+01
    0.234000E+06    0.496090E+01
    0.237600E+06    0.531697E+01
    0.241200E+06    0.551308E+01
    0.244800E+06    0.521100E+01
    0.248400E+06    0.507300E+01
    0.252000E+06    0.502852E+01
    0.255600E+06    0.502329E+01
    0.259200E+06    0.503799E+01
    0.262800E+06    0.506376E+01
    0.266400E+06    0.509651E+01
    0.270000E+06    0.513410E+01
    0.273600E+06    0.517497E+01
    0.277200E+06    0.566039E+01
    0.280800E+06    0.620468E+01
    0.284400E+06    0.597802E+01
    0.288000E+06    0.575755E+01
    0.291600E+06    0.560925E+01
    0.295200E+06    0.545329E+01
    0.298800E+06    0.527952E+01
    0.302400E+06    0.510313E+01
    0.306000E+06    0.494300E+01
    0.309600E+06    0.481859E+01
    0.313200E+06    0.475241E+01
    0.316800E+06    0.477843E+01
    0.320400E+06    0.497148E+01
    0.324000E+06    0.534130E+01
    0.327600E+06    0.553018E+01
    0.331200E+06    0.521603E+01
    0.334800E+06    0.508777E+01
    0.338400E+06    0.504820E+01
    0.342000E+06    0.504738E+01
    0.345600E+06    0.506802E+01
    0.349200E+06    0.510147E+01
    0.352800E+06    0.514277E+01
    0.356400E+06    0.518907E+01
    0.360000E+06    0.523804E+01
    0.363600E+06    0.575091E+01
    0.367200E+06    0.629777E+01
    0.370800E+06    0.605887E+01
    0.374400E+06    0.581448E+01
    0.378000E+06    0.564783E+01
    0.381600E+06    0.548126E+01
    0.385200E+06    0.529997E+01
    0.388800E+06    0.511679E+01
    0.392400E+06    0.495256E+01
    0.396000E+06    0.482899E+01
    0.399600E+06    0.476826E+01
    0.403200E+06    0.480334E+01
    0.406800E+06    0.500783E+01
    0.410400E+06    0.537620E+01
    0.414000E+06    0.555218E+01
    0.417600E+06    0.522646E+01
    0.421200E+06    0.510733E+01
    0.424800E+06    0.507313E+01
    0.428400E+06    0.507699E+01
    0.432000E+06    0.510321E+01
    0.435600E+06    0.514306E+01
    0.439200E+06    0.519114E+01
    0.442800E+06    0.524392E+01
    0.446400E+06    0.529837E+01
    0.450000E+06    0.582867E+01
    0.453600E+06    0.638287E+01
    0.457200E+06    0.613088E+01
    0.460800E+06    0.586610E+01
    0.464400E+06    0.568508E+01
    0.468000E+06    0.551141E+01
    0.471600E+06    0.532627E+01
    0.475200E+06    0.513968E+01
    0.478800E+06    0.497347E+01
    0.482400E+06    0.485125E+01
    0.486000E+06    0.479534E+01
    0.489600E+06    0.483826E+01
    0.493200E+06    0.505104E+01
    0.496800E+06    0.541177E+01
    0.500400E+06    0.557477E+01
    0.504000E+06    0.523898E+01
    0.507600E+06    0.512730E+01
    0.511200E+06    0.509822E+01
    0.514800E+06    0.510635E+01
    0.518400E+06    0.513709E+01
    0.522000E+06    0.518192E+01
    0.525600E+06    0.523496E+01
    0.529200E+06    0.529204E+01
    0.532800E+06    0.534986E+01
    0.536400E+06    0.589096E+01
    0.540000E+06    0.645685E+01
    0.543600E+06    0.619223E+01
    0.547200E+06    0.590982E+01
    0.550800E+06    0.571776E+01
    0.554400E+06    0.553888E+01
    0.558000E+06    0.535146E+01
    0.561600E+06    0.516288E+01
    0.565200E+06    0.499550E+01
    0.568800E+06    0.487452E+01
    0.572400E+06    0.482279E+01
    0.576000E+06    0.487238E+01
    0.579600E+06    0.509091E+01
    0.583200E+06    0.544319E+01
    0.586800E+06    0.559537E+01
    0.590400E+06    0.525139E+01
    0.594000E+06    0.514536E+01
    0.597600E+06    0.512038E+01
    0.601200E+06    0.513200E+01
    0.604800E+06    0.516630E+01
    0.608400E+06    0.521479E+01
    0.612000E+06    0.527126E+01
    0.615600E+06    0.533114E+01
    0.619200E+06    0.539089E+01
    0.622800E+06    0.593875E+01
    0.626400E+06    0.651823E+01
    0.630000E+06    0.624275E+01
    0.633600E+06    0.594630E+01
    0.637200E+06    0.574468E+01
    0.640800E+06    0.556161E+01
    0.644400E+06    0.537239E+01
