    0.000000E+00    0.100000E+03    0.000000E+00    0.176705E+00
    0.360000E+04    0.115622E+02    0.239981E+03    0.146409E+02
    0.720000E+04    0.952687E+01    0.179565E+03    0.120304E+02
    0.108000E+05    0.763877E+01    0.142518E+03    0.961446E+01
    0.144000E+05    0.591557E+01    0.110259E+03    0.741801E+01
    0.180000E+05    0.335576E+01    0.467729E+02    0.419689E+01
    0.216000E+05    0.152360E+01    0.251669E+01    0.519870E+00
    0.252000E+05    0.568956E+01    0.455426E+01    0.700283E+00
    0.288000E+05    0.141162E+02    0.122743E+02    0.246332E+01
    0.324000E+05    0.173212E+02    0.162519E+02    0.367202E+01
    0.360000E+05    0.170578E+02    0.161602E+02    0.342546E+01
    0.396000E+05    0.171183E+02    0.168324E+02    0.372203E+01
    0.432000E+05    0.176185E+02    0.182510E+02    0.448514E+01
    0.468000E+05    0.182764E+02    0.199758E+02    0.552990E+01
    0.504000E+05    0.188861E+02    0.217417E+02    0.666945E+01
    0.540000E+05    0.191203E+02    0.230645E+02    0.748428E+01
    0.576000E+05    0.183798E+02    0.229786E+02    0.720935E+01
    0.612000E+05    0.156960E+02    0.204181E+02    0.518192E+01
    0.648000E+05    0.102166E+02    0.159965E+02    0.265161E+01
    0.684000E+05    0.292746E+01    0.145153E+02    0.168362E+01
    0.720000E+05    0.205277E+01    0.369906E+02    0.312346E+01
    0.756000E+05    0.298840E+01    0.552871E+02    0.434909E+01
    0.792000E+05    0.335740E+01    0.625544E+02    0.480825E+01
    0.828000E+05    0.344796E+01    0.643032E+02    0.489984E+01
    0.864000E+05    0.342134E+01    0.638249E+02    0.483654E+01
    0.900000E+05    0.334386E+01    0.623861E+02    0.470564E+01
    0.936000E+05    0.323970E+01    0.604803E+02    0.453980E+01
    0.972000E+05    0.311703E+01    0.581893E+02    0.435004E+01
    0.100800E+06    0.298112E+01    0.556641E+02    0.414409E+01
    0.104400E+06    0.185505E+01    0.118149E+02    0.169886E+01
    0.108000E+06    0.587566E+01    0.450686E+01    0.488133E+00
    0.111600E+06    0.111651E+02    0.633680E+01    0.810173E+00
    0.115200E+06    0.149281E+02    0.876444E+01    0.122466E+01
    0.118800E+06    0.159905E+02    0.102181E+02    0.154656E+01
    0.122400E+06    0.167272E+02    0.118773E+02    0.203717E+01
    0.126000E+06    0.175293E+02    0.138362E+02    0.280863E+01
    0.129600E+06    0.183199E+02    0.158679E+02    0.388775E+01
    0.133200E+06    0.190966E+02    0.179426E+02    0.526578E+01
    0.136800E+06    0.197758E+02    0.199766E+02    0.678658E+01
